booking_id,travel_date,customer_id,destination,traveler_type,trip_type,accommodation_type,transport_mode,stay_days,amount,rating,booking_status
100096,2025-09-21,5096,Goa,Solo,Cultural,Hotel,Car,9,37668.35,4.0,Completed
100097,2025-04-04,5097,Kerala,Family,Adventure,Hotel,Bus,5,29411.67,4.6,Pending
100098,2024-09-04,5098,Rajasthan,Solo,Leisure,Resort,Flight,5,23106.98,3.3,Pending
100099,2024-12-11,5099,Karnataka,Couple,Leisure,Hotel,Train,8,32474.12,4.3,Completed
100100,2024-01-07,5100,Karnataka,Family,Adventure,Hotel,Flight,6,57974.08,4.1,Completed
100101,2025-07-18,5101,Karnataka,Group,Business,Hotel,Flight,10,101955.2,2.7,Completed
100102,2025-08-19,5102,Tamil Nadu,Couple,Leisure,Hotel,Flight,9,57209.97,3.6,Cancelled
100103,2025-06-24,5103,Kerala,Couple,Cultural,Homestay,Flight,4,30906.11,4.0,Pending
100104,2025-06-15,5104,Kerala,Group,Leisure,Hotel,Train,2,17700.17,4.7,Completed
100105,2025-02-23,5105,Kerala,Couple,Leisure,Hotel,Flight,9,87602.25,3.8,Pending
100106,2024-08-28,5106,Rajasthan,Couple,Adventure,Hotel,Flight,6,50168.44,4.7,Completed
100107,2025-09-01,5107,Goa,Family,Leisure,Hotel,Flight,10,120847.73,4.6,Completed
100108,2025-10-31,5108,Rajasthan,Couple,Adventure,Hotel,Car,7,39226.12,3.2,Cancelled
100109,2025-09-05,5109,Karnataka,Couple,Leisure,Hotel,Bus,3,11290.14,4.3,Completed
100110,2025-08-27,5110,Karnataka,Couple,Adventure,Hotel,Car,3,12540.69,4.6,Completed
100111,2025-08-06,5111,Goa,Family,Leisure,Hostel,Flight,3,31848.43,3.9,Completed
100112,2025-04-26,5112,Rajasthan,Group,Leisure,Hotel,Bus,7,33938.21,3.3,Cancelled
100113,2024-07-30,5113,Himachal Pradesh,Group,Adventure,Resort,Flight,10,110100.6,4.8,Pending
100114,2024-10-15,5114,Tamil Nadu,Family,Adventure,Hostel,Train,5,25151.51,3.9,Completed
100115,2024-12-05,5115,Goa,Solo,Adventure,Resort,Bus,5,13536.93,4.9,Completed
100116,2024-04-28,5116,Karnataka,Solo,Adventure,Hotel,Flight,9,38806.0,4.3,Completed
100117,2025-10-30,5117,Kerala,Couple,Cultural,Hostel,Bus,10,46693.96,4.7,Completed
100118,2025-06-08,5118,Rajasthan,Family,Leisure,Hotel,Car,10,67810.12,4.5,Completed
100119,2025-09-11,5119,Kerala,Couple,Adventure,Resort,Flight,9,88183.3,4.4,Completed
100120,2024-08-19,5120,Karnataka,Family,Cultural,Homestay,Train,9,47924.48,4.2,Completed
100121,2025-04-08,5121,Kerala,Family,Leisure,Hotel,Car,4,29413.12,4.1,Cancelled
100122,2024-01-29,5122,Himachal Pradesh,Group,Leisure,Homestay,Flight,5,65928.58,3.6,Completed
100123,2025-11-22,5123,Rajasthan,Family,Business,Hostel,Flight,3,31698.48,4.1,Completed
100124,2024-12-14,5124,Tamil Nadu,Solo,Cultural,Hotel,Train,9,24485.63,4.5,Completed
100125,2025-08-05,5125,Karnataka,Group,Adventure,Hotel,Bus,7,34283.75,4.7,Pending
100126,2024-05-09,5126,Goa,Family,Leisure,Homestay,Car,5,37162.12,4.6,Cancelled
100127,2024-06-20,5127,Himachal Pradesh,Couple,Cultural,Hotel,Car,8,39426.54,4.3,Completed
100128,2024-07-24,5128,Goa,Solo,Leisure,Homestay,Flight,2,12139.82,4.0,Completed
100129,2024-01-20,5129,Karnataka,Group,Adventure,Homestay,Flight,3,32256.69,4.1,Completed
100130,2024-08-27,5130,Rajasthan,Family,Adventure,Hotel,Flight,8,83613.87,4.5,Completed
100131,2025-07-09,5131,Goa,Solo,Cultural,Hotel,Car,2,8215.77,4.5,Completed
100132,2025-11-01,5132,Karnataka,Group,Cultural,Hotel,Flight,5,47006.04,3.3,Completed
100133,2024-01-05,5133,Tamil Nadu,Group,Cultural,Hotel,Flight,7,63965.93,4.0,Completed
100134,2024-07-29,5134,Himachal Pradesh,Group,Adventure,Hotel,Flight,5,54162.77,4.6,Completed
100135,2025-04-12,5135,Goa,Solo,Leisure,Homestay,Bus,8,25523.03,4.9,Completed
100136,2025-08-29,5136,Karnataka,Solo,Leisure,Resort,Flight,6,25294.39,3.5,Completed
100137,2024-10-30,5137,Rajasthan,Solo,Leisure,Homestay,Flight,3,13015.62,5.0,Completed
100138,2024-09-07,5138,Tamil Nadu,Solo,Cultural,Hostel,Flight,4,14917.86,2.9,Completed
100139,2024-10-24,5139,Karnataka,Family,Cultural,Resort,Car,3,18493.01,4.5,Completed
100140,2024-12-08,5140,Tamil Nadu,Group,Leisure,Hostel,Train,10,67562.91,4.1,Completed
100141,2025-08-11,5141,Tamil Nadu,Solo,Leisure,Hotel,Flight,5,21644.93,5.0,Cancelled
100142,2025-05-02,5142,Rajasthan,Family,Business,Hostel,Train,5,30889.59,4.9,Completed
100143,2024-10-07,5143,Tamil Nadu,Family,Leisure,Hotel,Train,6,28506.26,4.6,Completed
100144,2025-12-08,5144,Kerala,Family,Cultural,Hotel,Car,5,42030.7,4.4,Pending
100145,2025-12-26,5145,Karnataka,Couple,Business,Resort,Flight,2,14296.58,4.3,Completed
100146,2024-03-01,5146,Himachal Pradesh,Group,Adventure,Hotel,Flight,2,21774.99,4.1,Cancelled
100147,2025-12-23,5147,Tamil Nadu,Couple,Leisure,Homestay,Train,5,22792.5,3.2,Completed
100148,2025-08-01,5148,Goa,Family,Cultural,Hotel,Flight,9,96144.61,4.0,Cancelled
100149,2025-04-11,5149,Tamil Nadu,Couple,Leisure,Hotel,Flight,10,68281.53,4.3,Cancelled
100150,2025-05-31,5150,Karnataka,Solo,Adventure,Hotel,Bus,4,10000.75,4.1,Completed
100151,2025-07-31,5151,Goa,Couple,Adventure,Hotel,Flight,7,54299.07,3.5,Completed
100152,2025-01-09,5152,Rajasthan,Group,Business,Hotel,Bus,10,58504.8,3.7,Cancelled
100153,2024-04-07,5153,Goa,Couple,Business,Hostel,Flight,5,38267.79,4.0,Completed
100154,2024-10-11,5154,Karnataka,Group,Leisure,Hotel,Car,2,14394.14,3.8,Completed
100155,2025-09-28,5155,Rajasthan,Couple,Leisure,Hostel,Flight,7,48229.52,3.5,Completed
100156,2024-05-26,5156,Karnataka,Family,Cultural,Hostel,Car,2,11283.06,4.3,Pending
100157,2024-08-07,5157,Tamil Nadu,Group,Business,Homestay,Train,6,34308.85,3.1,Completed
100158,2024-05-22,5158,Goa,Solo,Cultural,Hotel,Car,5,16896.95,4.4,Completed
100159,2025-09-20,5159,Karnataka,Solo,Adventure,Hostel,Car,3,8489.54,4.0,Completed
100160,2025-11-12,5160,Goa,Family,Business,Resort,Bus,2,12087.86,5.0,Completed
100161,2025-04-21,5161,Karnataka,Couple,Leisure,Hotel,Train,9,37937.53,4.0,Pending
100162,2024-03-31,5162,Goa,Couple,Adventure,Resort,Train,6,33597.02,4.5,Completed
100163,2025-06-06,5163,Goa,Solo,Adventure,Resort,Train,10,40999.47,3.4,Completed
100164,2025-01-09,5164,Rajasthan,Solo,Adventure,Hotel,Bus,6,17743.03,4.9,Completed
100165,2024-12-27,5165,Rajasthan,Solo,Cultural,Resort,Bus,10,26909.29,5.0,Completed
100166,2025-07-17,5166,Kerala,Family,Adventure,Hostel,Train,7,56841.78,4.1,Completed
100167,2024-02-03,5167,Rajasthan,Solo,Cultural,Hotel,Flight,8,43023.1,4.0,Completed
100168,2025-06-19,5168,Goa,Group,Leisure,Hotel,Flight,4,53706.67,4.3,Completed
100169,2024-05-03,5169,Goa,Couple,Adventure,Hotel,Flight,8,57820.7,3.8,Completed
100170,2025-08-29,5170,Goa,Couple,Cultural,Homestay,Car,8,50642.92,3.8,Completed
100171,2024-09-05,5171,Goa,Couple,Leisure,Hotel,Bus,5,19568.67,4.1,Completed
100172,2024-01-11,5172,Kerala,Couple,Leisure,Homestay,Car,5,32264.7,3.0,Completed
100173,2025-03-31,5173,Tamil Nadu,Group,Business,Homestay,Train,10,50600.71,2.9,Completed
100174,2024-12-08,5174,Rajasthan,Family,Adventure,Homestay,Flight,6,63436.62,3.2,Completed
100175,2025-07-17,5175,Karnataka,Group,Leisure,Hotel,Flight,10,113574.38,3.1,Completed
100176,2025-12-28,5176,Kerala,Solo,Leisure,Hotel,Car,7,32404.71,3.8,Completed
100177,2025-05-05,5177,Goa,Group,Leisure,Hostel,Flight,3,39539.13,3.6,Completed
100178,2025-12-03,5178,Karnataka,Couple,Leisure,Hotel,Flight,4,29337.17,4.1,Completed
100179,2025-06-23,5179,Kerala,Solo,Adventure,Hostel,Flight,9,53661.53,4.4,Completed
100180,2025-07-15,5000,Rajasthan,Family,Leisure,Hotel,Flight,2,19316.98,3.3,Completed
100181,2025-01-19,5001,Himachal Pradesh,Group,Leisure,Hotel,Car,7,60908.46,4.1,Completed
100182,2025-12-09,5002,Rajasthan,Solo,Leisure,Hotel,Flight,2,11237.4,3.9,Cancelled
100183,2025-04-10,5003,Kerala,Couple,Leisure,Hostel,Train,4,24840.03,4.3,Completed
100184,2024-07-06,5004,Goa,Family,Cultural,Hotel,Car,2,16839.42,5.0,Cancelled
100185,2025-01-17,5005,Karnataka,Couple,Adventure,Homestay,Flight,2,15346.69,3.1,Cancelled
100186,2025-12-13,5006,Karnataka,Couple,Cultural,Homestay,Bus,5,15493.68,3.3,Completed
100187,2024-08-13,5007,Rajasthan,Family,Leisure,Homestay,Car,6,44318.34,3.9,Completed
100188,2024-07-03,5008,Goa,Family,Business,Homestay,Car,6,43707.93,4.0,Pending
100189,2025-04-26,5009,Karnataka,Solo,Leisure,Homestay,Flight,6,26694.57,3.2,Cancelled
100190,2024-12-16,5010,Kerala,Family,Leisure,Resort,Bus,9,45833.14,3.3,Cancelled
100191,2025-11-01,5011,Tamil Nadu,Couple,Leisure,Hotel,Car,8,34106.37,4.6,Completed
100192,2025-09-25,5012,Himachal Pradesh,Couple,Cultural,Homestay,Car,2,11103.27,3.8,Completed
100193,2025-08-07,5013,Kerala,Solo,Business,Homestay,Bus,4,12356.08,5.0,Completed
100194,2024-03-30,5014,Tamil Nadu,Solo,Cultural,Homestay,Flight,6,22571.83,3.5,Completed
100195,2024-05-03,5015,Karnataka,Couple,Leisure,Hotel,Flight,10,59091.23,5.0,Completed
100196,2024-03-05,5016,Goa,Group,Adventure,Homestay,Bus,2,12948.43,4.0,Cancelled
100197,2025-11-17,5017,Rajasthan,Couple,Adventure,Hotel,Bus,8,27240.21,4.9,Completed
100198,2025-08-07,5018,Kerala,Family,Cultural,Hotel,Bus,9,48915.19,3.7,Completed
100199,2025-04-20,5019,Kerala,Family,Leisure,Resort,Bus,10,61601.6,4.1,Completed
100200,2024-08-27,5020,Himachal Pradesh,Family,Leisure,Hotel,Train,8,48402.31,3.6,Completed
100201,2025-08-31,5021,Kerala,Group,Adventure,Homestay,Train,8,68991.99,4.3,Completed
100202,2025-11-10,5022,Rajasthan,Family,Cultural,Hotel,Train,6,42379.14,4.5,Completed
100203,2025-02-11,5023,Karnataka,Couple,Leisure,Hotel,Flight,6,39856.81,3.9,Completed
100204,2025-01-28,5024,Goa,Family,Leisure,Hostel,Flight,8,81452.49,3.9,Completed
100205,2024-08-13,5025,Himachal Pradesh,Solo,Business,Resort,Bus,5,15635.22,3.0,Cancelled
100206,2025-06-14,5026,Kerala,Couple,Adventure,Hostel,Car,4,25782.28,2.9,Completed
100207,2024-10-20,5027,Kerala,Couple,Cultural,Hotel,Train,10,64435.16,4.0,Pending
100208,2025-03-01,5028,Kerala,Couple,Adventure,Resort,Train,9,49232.66,4.9,Completed
100209,2025-08-13,5029,Kerala,Solo,Leisure,Homestay,Train,5,20612.97,3.5,Completed
100210,2024-05-09,5030,Kerala,Solo,Adventure,Hotel,Flight,2,12148.22,4.0,Completed
100211,2024-01-17,5031,Goa,Family,Leisure,Hotel,Flight,9,108072.83,4.2,Cancelled
100212,2025-02-04,5032,Karnataka,Couple,Leisure,Hotel,Bus,3,10813.19,3.5,Completed
100213,2025-09-28,5033,Kerala,Couple,Leisure,Hotel,Flight,6,55630.31,4.2,Completed
100214,2024-08-25,5034,Tamil Nadu,Family,Cultural,Homestay,Bus,5,20961.74,3.5,Completed
100215,2025-05-22,5035,Goa,Solo,Adventure,Hotel,Flight,4,24960.64,4.7,Cancelled
100216,2025-03-20,5036,Goa,Group,Business,Hotel,Bus,10,69729.26,3.7,Pending
100217,2024-05-19,5037,Goa,Group,Adventure,Resort,Train,6,41774.97,3.3,Completed
100218,2025-06-02,5038,Himachal Pradesh,Group,Adventure,Resort,Flight,2,24544.36,4.6,Pending
100219,2025-12-10,5039,Kerala,Couple,Business,Homestay,Flight,3,25200.5,3.5,Cancelled
100220,2025-07-28,5040,Tamil Nadu,Group,Leisure,Resort,Car,4,22831.61,3.7,Completed
100221,2025-09-18,5041,Goa,Couple,Cultural,Hotel,Flight,5,40932.5,3.5,Cancelled
100222,2024-01-26,5042,Karnataka,Family,Leisure,Homestay,Train,6,31039.71,3.7,Completed
100223,2024-04-07,5043,Kerala,Solo,Leisure,Hotel,Train,2,6576.04,5.0,Completed
100224,2024-08-11,5044,Tamil Nadu,Solo,Leisure,Hotel,Train,5,14866.03,4.1,Completed
100225,2025-09-11,5045,Tamil Nadu,Solo,Adventure,Hotel,Train,6,17704.69,4.4,Completed
100226,2024-08-25,5046,Tamil Nadu,Family,Leisure,Homestay,Bus,2,9667.06,3.9,Pending
100227,2024-09-24,5047,Tamil Nadu,Solo,Leisure,Hostel,Flight,6,27896.34,4.4,Completed
100228,2024-01-03,5048,Karnataka,Couple,Leisure,Hotel,Car,6,28910.2,3.7,Completed
100229,2025-02-04,5049,Karnataka,Couple,Business,Hotel,Train,5,21535.41,4.4,Cancelled
100230,2024-10-29,5050,Rajasthan,Couple,Business,Hotel,Flight,9,64112.37,4.5,Completed
100231,2025-06-06,5051,Goa,Family,Leisure,Hotel,Flight,8,85068.62,3.3,Completed
100232,2024-03-14,5052,Tamil Nadu,Solo,Business,Hotel,Flight,9,33663.21,5.0,Completed
100233,2025-05-10,5053,Goa,Group,Business,Resort,Bus,8,57079.91,5.0,Completed
100234,2025-01-20,5054,Rajasthan,Couple,Leisure,Resort,Flight,3,20527.51,3.9,Pending
100235,2025-11-21,5055,Kerala,Couple,Leisure,Hotel,Flight,2,16836.78,2.9,Completed
100236,2024-09-06,5056,Goa,Solo,Leisure,Homestay,Car,4,15727.88,3.8,Pending
100237,2025-11-13,5057,Himachal Pradesh,Family,Cultural,Homestay,Train,4,28826.68,4.6,Completed
100238,2024-02-19,5058,Goa,Group,Cultural,Hotel,Bus,10,67198.45,3.8,Completed
100239,2025-08-09,5059,Karnataka,Solo,Leisure,Hotel,Flight,7,30005.17,4.4,Completed
100240,2025-09-13,5060,Karnataka,Couple,Cultural,Hotel,Flight,5,33069.54,4.1,Completed
100241,2024-09-30,5061,Goa,Couple,Adventure,Hotel,Car,6,39533.28,3.9,Completed
100242,2024-12-29,5062,Himachal Pradesh,Solo,Adventure,Hotel,Car,10,34745.9,3.9,Completed
100243,2025-11-18,5063,Tamil Nadu,Family,Leisure,Resort,Car,3,17488.0,4.1,Completed
100244,2024-02-21,5064,Goa,Group,Cultural,Hotel,Flight,7,89819.59,3.7,Completed
100245,2024-12-10,5065,Goa,Group,Adventure,Homestay,Train,3,20427.2,5.0,Pending
100246,2025-03-03,5066,Karnataka,Couple,Leisure,Hotel,Train,10,48978.68,4.1,Completed
100247,2024-12-15,5067,Goa,Solo,Adventure,Hotel,Bus,8,25931.46,3.1,Completed
100248,2024-10-21,5068,Goa,Couple,Leisure,Resort,Flight,9,70356.59,4.1,Completed
100249,2025-04-30,5069,Goa,Couple,Adventure,Hotel,Flight,5,44005.9,4.1,Completed
100250,2024-07-30,5070,Karnataka,Couple,Business,Homestay,Flight,7,50292.93,4.6,Completed
100251,2025-08-08,5071,Goa,Family,Leisure,Homestay,Train,6,46187.42,4.2,Completed
100252,2025-11-08,5072,Himachal Pradesh,Group,Cultural,Hotel,Train,7,57399.78,4.3,Completed
100253,2024-12-22,5073,Goa,Couple,Cultural,Hotel,Flight,5,43912.52,3.6,Cancelled
100254,2024-07-20,5074,Karnataka,Family,Adventure,Hotel,Flight,4,38259.24,3.7,Completed
100255,2025-10-19,5075,Himachal Pradesh,Group,Cultural,Hotel,Train,2,14021.42,4.3,Completed
100256,2025-02-13,5076,Tamil Nadu,Group,Business,Hotel,Train,5,28286.83,4.5,Completed
100257,2024-07-19,5077,Himachal Pradesh,Couple,Business,Hotel,Flight,3,20322.43,4.2,Completed
100258,2024-10-17,5078,Kerala,Solo,Adventure,Resort,Train,10,41999.6,4.3,Completed
100259,2025-06-22,5079,Himachal Pradesh,Group,Leisure,Resort,Flight,5,49937.02,4.8,Completed
100260,2025-11-24,5080,Himachal Pradesh,Solo,Cultural,Homestay,Flight,4,18273.97,3.6,Completed
100261,2025-06-21,5081,Tamil Nadu,Couple,Cultural,Resort,Train,4,14320.62,4.6,Pending
100262,2025-11-21,5082,Rajasthan,Group,Adventure,Resort,Flight,2,20920.72,4.0,Completed
100263,2024-07-12,5083,Kerala,Couple,Leisure,Hotel,Flight,6,53915.14,4.2,Cancelled
100264,2024-11-26,5084,Himachal Pradesh,Solo,Leisure,Hotel,Flight,8,48321.93,4.6,Completed
100265,2024-09-02,5085,Goa,Family,Cultural,Hotel,Flight,8,98596.09,4.0,Completed
100266,2024-10-16,5086,Goa,Family,Adventure,Homestay,Bus,3,18157.68,2.9,Cancelled
100267,2025-01-20,5087,Kerala,Couple,Business,Resort,Car,7,43798.95,5.0,Completed
100268,2024-09-11,5088,Kerala,Couple,Leisure,Hostel,Flight,2,18825.46,5.0,Completed
100269,2024-04-21,5089,Himachal Pradesh,Solo,Adventure,Resort,Bus,10,28981.74,3.3,Cancelled
